Cameo video price,Price Group,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,cameo video price category
50.0,$25.00-$49.99,94,43717.0,5109,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,114,54705.0,11241,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,641,29226.0,7685,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,985,29226.0,5563,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
75.0,$100-499.99,119,29226.0,931,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
35.0,$25.00-$49.99,117,62635.0,12110,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
15.0,$10.00-$24.99,33,146192.0,25905,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
15.0,$10.00-$24.99,26,146192.0,17007,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,39,146192.0,17830,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,17,146192.0,292,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,10,146192.0,341,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,9,146192.0,5394,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
45.0,$25.00-$49.99,71,48767.0,1678,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,52,109734.0,718,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,86,109734.0,1929,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
125.0,$500 and above,577,17585.0,3173,0,0,0,0,0,0,0,0,0,1,0,$500 and above
120.0,$500 and above,421,18327.0,2003,0,0,0,0,0,0,0,1,0,0,0,$500 and above
40.0,$25.00-$49.99,150,54998.0,11275,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,146,54998.0,11275,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,159,54998.0,10816,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
22.0,$10.00-$24.99,41,100112.0,18793,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
80.0,$100-499.99,318,27536.0,3123,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,681,22030.0,6374,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,138,44107.0,1393,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,81,44107.0,1501,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
59.0,$100-499.99,221,37387.0,508,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
25.0,$10.00-$24.99,88,88264.0,16861,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,165,88264.0,3059,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
75.0,$100-499.99,188,29499.0,5619,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
75.0,$100-499.99,417,29499.0,3362,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,77,22133.0,4114,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
10.0,$5.00-$9.99,11,221347.0,18,0,0,0,0,0,0,0,0,1,0,0,$5.00-$9.99
10.0,$5.00-$9.99,12,221347.0,35561,0,0,0,0,0,0,0,0,0,1,0,$5.00-$9.99
10.0,$5.00-$9.99,15,221347.0,35561,0,0,0,0,0,0,0,0,0,1,0,$5.00-$9.99
10.0,$5.00-$9.99,6,221347.0,2046,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
40.0,$25.00-$49.99,295,55338.0,10879,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
50.0,$25.00-$49.99,66,44300.0,5186,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
29.0,$25.00-$49.99,241,76512.0,396,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
35.0,$25.00-$49.99,51,63460.0,2215,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
35.0,$25.00-$49.99,134,63460.0,12185,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
59.0,$100-499.99,252,37691.0,8984,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
60.0,$100-499.99,109,37081.0,151,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
40.0,$25.00-$49.99,124,55627.0,11346,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,14,111285.0,4109,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,37,111285.0,20581,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,49,111285.0,16013,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,67,111285.0,16013,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,10,111285.0,724,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,168,44515.0,5213,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
75.0,$100-499.99,585,29680.0,1301,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
75.0,$100-499.99,50,29680.0,161,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
120.0,$500 and above,59,18566.0,507,0,0,1,0,0,0,0,0,0,0,0,$500 and above
25.0,$10.00-$24.99,29,89214.0,3207,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,49,89214.0,14453,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,59,89214.0,10686,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,51,89214.0,3207,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
200.0,$500 and above,1504,11158.0,3954,1,0,0,0,0,0,0,0,0,0,0,$500 and above
18.0,$10.00-$24.99,134,124000.0,2231,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
60.0,$100-499.99,379,37245.0,1137,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
125.0,$500 and above,492,17880.0,3242,0,0,0,0,0,0,0,0,0,1,0,$500 and above
500.0,$500 and above,2075,4471.0,114,0,0,1,0,0,0,0,0,0,0,0,$500 and above
50.0,$25.00-$49.99,60,44715.0,8793,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
35.0,$25.00-$49.99,105,63889.0,1611,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
35.0,$25.00-$49.99,279,63889.0,7604,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,101,55924.0,10989,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
40.0,$25.00-$49.99,103,55924.0,34,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,68,74571.0,1221,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
65.0,$100-499.99,266,34427.0,8526,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,211,29856.0,7809,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
15.0,$10.00-$24.99,72,149285.0,26356,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
15.0,$10.00-$24.99,19,149285.0,1100,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,43,149285.0,2800,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,21,149285.0,26356,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
15.0,$10.00-$24.99,17,149285.0,901,0,0,0,0,0,0,1,0,0,0,0,$10.00-$24.99
103.0,$500 and above,478,21742.0,609,0,0,1,0,0,0,0,0,0,0,0,$500 and above
59.0,$100-499.99,178,37980.0,4402,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
55.0,$100-499.99,129,40760.0,167,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
60.0,$100-499.99,200,37387.0,7279,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
69.0,$100-499.99,268,32546.0,3727,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,367,22459.0,2511,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,444,22459.0,2511,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
50.0,$25.00-$49.99,82,44925.0,53,0,0,0,0,0,1,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,70,29950.0,964,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,450,22501.0,4181,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
100.0,$100-499.99,309,22501.0,6460,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
200.0,$500 and above,1201,11263.0,98,0,0,1,0,0,0,0,0,0,0,0,$500 and above
75.0,$100-499.99,107,30048.0,967,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
25.0,$10.00-$24.99,74,90152.0,502,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,45,90152.0,158,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
100.0,$100-499.99,322,22556.0,2526,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
200.0,$500 and above,1034,11278.0,3989,1,0,0,0,0,0,0,0,0,0,0,$500 and above
20.0,$10.00-$24.99,47,112933.0,20840,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
65.0,$100-499.99,173,34772.0,8576,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
200.0,$500 and above,684,11321.0,1170,0,0,0,0,0,0,0,1,0,0,0,$500 and above
40.0,$25.00-$49.99,38,56641.0,1951,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,143,56641.0,11468,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,213,45324.0,1445,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,187,45324.0,49,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
35.0,$25.00-$49.99,116,64792.0,1168,0,0,0,0,0,0,0,0,0,0,1,$25.00-$49.99
35.0,$25.00-$49.99,53,64792.0,12685,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
34.0,$25.00-$49.99,85,66701.0,11,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
55.0,$100-499.99,583,41246.0,8060,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
45.0,$25.00-$49.99,116,50481.0,805,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,320,30311.0,321,0,0,0,0,0,1,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,84,75842.0,14677,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
85.0,$100-499.99,378,26776.0,762,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,430,22763.0,2551,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
25.0,$10.00-$24.99,46,91151.0,17371,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,43,91151.0,10906,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
75.0,$100-499.99,240,30394.0,3476,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
40.0,$25.00-$49.99,73,57016.0,1974,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,268,22811.0,6518,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
250.0,$500 and above,910,9125.0,1449,0,0,0,0,0,0,0,0,0,1,0,$500 and above
200.0,$500 and above,805,11420.0,1182,0,0,0,0,0,0,0,1,0,0,0,$500 and above
195.0,$500 and above,417,11714.0,4090,1,0,0,0,0,0,0,0,0,0,0,$500 and above
120.0,$500 and above,407,19040.0,5745,1,0,0,0,0,0,0,0,0,0,0,$500 and above
35.0,$25.00-$49.99,269,65284.0,12782,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
70.0,$100-499.99,101,32659.0,31,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,308,22867.0,4254,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
15.0,$10.00-$24.99,19,152593.0,14333,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
65.0,$100-499.99,264,35238.0,343,0,0,0,0,0,1,0,0,0,0,0,$100-499.99
75.0,$100-499.99,184,30544.0,7920,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
150.0,$500 and above,571,15276.0,1615,0,0,0,0,0,0,0,1,0,0,0,$500 and above
20.0,$10.00-$24.99,8,114618.0,752,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
40.0,$25.00-$49.99,89,57352.0,11248,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
40.0,$25.00-$49.99,238,57352.0,11248,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
50.0,$25.00-$49.99,222,45940.0,5385,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,169,45940.0,5385,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
17.0,$10.00-$24.99,41,135151.0,4987,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
29.0,$25.00-$49.99,57,79253.0,9525,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
37.0,$25.00-$49.99,99,62185.0,7390,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
10.0,$5.00-$9.99,30,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$5.00-$9.99
10.0,$5.00-$9.99,16,230115.0,5062,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,11,230115.0,581,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
25.0,$10.00-$24.99,47,92125.0,17550,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,53,92125.0,17550,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
44.0,$25.00-$49.99,247,52350.0,437,0,0,0,0,0,1,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,218,23064.0,4300,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
60.0,$100-499.99,127,38442.0,2576,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
60.0,$100-499.99,259,38442.0,7514,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
45.0,$25.00-$49.99,529,51272.0,816,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,116,57696.0,11319,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
40.0,$25.00-$49.99,61,57696.0,2004,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,25,57696.0,2004,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
200.0,$500 and above,12,11542.0,27,0,0,1,0,0,0,0,0,0,0,0,$500 and above
12.0,$10.00-$24.99,21,192911.0,19693,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
30.0,$25.00-$49.99,69,77172.0,1906,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,24,77172.0,159,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
55.0,$100-499.99,81,42166.0,8262,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
50.0,$25.00-$49.99,150,46408.0,10212,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,75,46408.0,9123,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
40.0,$25.00-$49.99,76,58031.0,6868,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,112,58031.0,11637,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,33,116357.0,1290,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,40,116357.0,1485,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
145.0,$500 and above,1446,16056.0,5110,1,0,0,0,0,0,0,0,0,0,0,$500 and above
25.0,$10.00-$24.99,11,93158.0,532,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,38,93158.0,14742,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,82,93158.0,14742,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,55,93158.0,11148,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,221,46641.0,10247,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,121,46641.0,10247,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
60.0,$100-499.99,113,38878.0,7609,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
60.0,$100-499.99,154,38878.0,7609,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
40.0,$25.00-$49.99,226,58358.0,11432,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
35.0,$25.00-$49.99,117,66701.0,2261,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,70,77838.0,9349,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
15.0,$10.00-$24.99,11,156010.0,195,0,0,0,0,0,0,0,0,1,0,0,$10.00-$24.99
15.0,$10.00-$24.99,32,156010.0,27331,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
55.0,$100-499.99,1782,42556.0,358,0,0,0,0,0,0,1,0,0,0,0,$100-499.99
45.0,$25.00-$49.99,136,52078.0,10246,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
150.0,$500 and above,329,15629.0,383,0,0,0,0,0,0,0,0,1,0,0,$500 and above
65.0,$100-499.99,315,36115.0,8770,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,240,31329.0,2038,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
55.0,$100-499.99,134,42739.0,2906,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,102,47086.0,9261,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
50.0,$25.00-$49.99,51,47086.0,1611,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
45.0,$25.00-$49.99,34,52350.0,343,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
25.0,$10.00-$24.99,96,94261.0,568,0,0,0,0,0,1,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,32,94261.0,568,0,0,0,0,0,1,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,32,94261.0,3416,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,54,94261.0,1599,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,90,94261.0,25,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
400.0,$500 and above,2587,5899.0,102,0,0,0,0,0,0,0,1,0,0,0,$500 and above
125.0,$500 and above,1186,18885.0,260,0,0,1,0,0,0,0,0,0,0,0,$500 and above
40.0,$25.00-$49.99,141,59042.0,11730,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,42,118187.0,10268,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,42,118187.0,10268,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
89.0,$100-499.99,344,26584.0,7222,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,221,47323.0,5535,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,91,47323.0,10363,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,437,31603.0,6084,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
150.0,$500 and above,610,15804.0,201,0,0,0,0,0,1,0,0,0,0,0,$500 and above
35.0,$25.00-$49.99,103,67750.0,13218,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
150.0,$500 and above,370,15836.0,2823,0,0,0,0,0,0,0,0,0,1,0,$500 and above
134.0,$500 and above,514,17737.0,1919,0,0,0,0,0,0,0,1,0,0,0,$500 and above
100.0,$100-499.99,448,23769.0,6708,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,96,79253.0,15260,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
30.0,$25.00-$49.99,45,79253.0,6209,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,329,79253.0,2734,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,68,79253.0,9525,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,169,47558.0,5562,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,54,47558.0,9347,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
50.0,$25.00-$49.99,199,47558.0,10398,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
33.0,$25.00-$49.99,278,72105.0,14029,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
45.0,$25.00-$49.99,166,52935.0,11034,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,376,23838.0,2672,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
25.0,$10.00-$24.99,97,95367.0,3477,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,111,95367.0,11406,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,95,95367.0,1160,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,51,95367.0,18071,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
29.0,$25.00-$49.99,182,82292.0,1358,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
79.0,$100-499.99,196,30224.0,3455,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
200.0,$500 and above,135,11941.0,47,0,0,1,0,0,0,0,0,0,0,0,$500 and above
105.0,$500 and above,285,22763.0,633,0,0,1,0,0,0,0,0,0,0,0,$500 and above
50.0,$25.00-$49.99,148,47810.0,10429,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,173,59786.0,11820,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,83,59786.0,4356,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,66,59786.0,462,0,0,0,0,0,1,0,0,0,0,0,$25.00-$49.99
69.0,$100-499.99,162,34665.0,6704,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
15.0,$10.00-$24.99,20,159608.0,15202,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,28,159608.0,18432,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,16,159608.0,294,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
55.0,$100-499.99,350,43530.0,9826,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
19.0,$10.00-$24.99,41,126043.0,2279,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
134.0,$500 and above,184,17880.0,526,0,0,1,0,0,0,0,0,0,0,0,$500 and above
100.0,$100-499.99,408,23970.0,6752,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
399.0,$500 and above,458,6008.0,15,0,0,1,0,0,0,0,0,0,0,0,$500 and above
10.0,$5.00-$9.99,24,239732.0,2970,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,8,239732.0,178,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,19,239732.0,372,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,7,239732.0,2970,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
90.0,$100-499.99,407,26643.0,41,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,65,79980.0,464,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,68,79980.0,9610,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,38,120002.0,14237,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,46,120002.0,21961,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
299.0,$500 and above,488,8030.0,217,0,0,1,0,0,0,0,0,0,0,0,$500 and above
75.0,$100-499.99,3324,32043.0,276,0,0,0,0,0,0,1,0,0,0,0,$100-499.99
300.0,$500 and above,1254,8020.0,3100,1,0,0,0,0,0,0,0,0,0,0,$500 and above
40.0,$25.00-$49.99,44,60156.0,2086,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,101,60156.0,7135,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,45,60156.0,11783,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
40.0,$25.00-$49.99,204,60156.0,11783,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
40.0,$25.00-$49.99,94,60156.0,11783,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
35.0,$25.00-$49.99,109,68778.0,13418,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
46.0,$25.00-$49.99,140,52350.0,10302,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
100.0,$100-499.99,419,24088.0,6775,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,122,24088.0,118,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,116,32152.0,3676,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
75.0,$100-499.99,200,32152.0,8174,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,120,48244.0,5648,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
25.0,$10.00-$24.99,27,96527.0,2313,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,75,96527.0,18251,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
145.0,$500 and above,596,16651.0,428,0,0,1,0,0,0,0,0,0,0,0,$500 and above
54.0,$100-499.99,69,44715.0,1517,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
150.0,$500 and above,490,16132.0,442,0,0,1,0,0,0,0,0,0,0,0,$500 and above
66.0,$100-499.99,601,36674.0,283,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,80,80725.0,13760,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
