Cameo video price,Price Group,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,cameo video price category
25.0,$10.00-$24.99,653,34427.0,453,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,68,34427.0,8526,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
100.0,$100-499.99,1020,8612.0,186,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,245,28707.0,3268,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,239,43141.0,9779,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,592,17266.0,1865,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
24.0,$10.00-$24.99,174,35976.0,4180,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,684,34552.0,455,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
30.0,$25.00-$49.99,65,28794.0,5471,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
40.0,$25.00-$49.99,686,21650.0,605,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
300.0,$500 and above,2255,2887.0,21,0,0,1,0,0,0,0,0,0,0,0,$500 and above
30.0,$25.00-$49.99,144,28877.0,393,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
69.0,$100-499.99,562,12569.0,4296,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,328,17357.0,234,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,237,28970.0,5507,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
100.0,$100-499.99,1398,8696.0,193,0,0,0,0,0,0,0,0,1,0,0,$100-499.99
100.0,$100-499.99,183,8696.0,1372,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
24.0,$10.00-$24.99,218,36265.0,983,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,270,17426.0,514,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
75.0,$100-499.99,1448,11639.0,4072,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
10.0,$5.00-$9.99,32,87360.0,2104,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
20.0,$10.00-$24.99,220,43717.0,577,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,82,43717.0,5109,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
100.0,$100-499.99,1259,8745.0,3311,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
300.0,$500 and above,1511,2917.0,58,0,0,1,0,0,0,0,0,0,0,0,$500 and above
50.0,$25.00-$49.99,627,17519.0,5428,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
500.0,$500 and above,3749,1752.0,870,1,0,0,0,0,0,0,0,0,0,0,$500 and above
100.0,$100-499.99,491,8764.0,194,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,332,29226.0,7685,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
25.0,$10.00-$24.99,281,35127.0,8629,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,316,35127.0,6804,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
15.0,$10.00-$24.99,80,58669.0,2036,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
75.0,$100-499.99,436,11741.0,1989,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
90.0,$100-499.99,398,9791.0,275,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
40.0,$25.00-$49.99,1476,22030.0,304,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,1078,8819.0,3334,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
14.0,$10.00-$24.99,78,63018.0,12149,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,578,17646.0,5460,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
400.0,$500 and above,2477,2206.0,38,0,0,1,0,0,0,0,0,0,0,0,$500 and above
159.0,$500 and above,2670,5554.0,2332,1,0,0,0,0,0,0,0,0,0,0,$500 and above
99.0,$100-499.99,1514,8939.0,1416,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
30.0,$25.00-$49.99,71,29499.0,400,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,423,22133.0,2466,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
99.0,$100-499.99,1575,8949.0,1420,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
20.0,$10.00-$24.99,104,44300.0,8704,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
100.0,$100-499.99,1598,8860.0,3347,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
25.0,$10.00-$24.99,436,35465.0,45,0,0,0,0,0,1,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,242,35465.0,6876,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,97,35465.0,969,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
75.0,$100-499.99,1572,11843.0,4118,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,635,8887.0,97,0,0,0,0,0,0,1,0,0,0,0,$100-499.99
75.0,$100-499.99,743,11862.0,2008,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
70.0,$100-499.99,1331,12713.0,4327,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
25.0,$10.00-$24.99,513,35599.0,6898,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
130.0,$500 and above,2428,6847.0,2733,1,0,0,0,0,0,0,0,0,0,0,$500 and above
55.0,$100-499.99,490,16230.0,5150,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,1253,11924.0,1237,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
75.0,$100-499.99,736,11924.0,4140,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
20.0,$10.00-$24.99,101,44715.0,740,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
60.0,$100-499.99,185,14925.0,413,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
60.0,$100-499.99,396,14925.0,890,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
225.0,$500 and above,3011,3983.0,1781,1,0,0,0,0,0,0,0,0,0,0,$500 and above
195.0,$500 and above,1052,4596.0,2003,1,0,0,0,0,0,0,0,0,0,0,$500 and above
15.0,$10.00-$24.99,14,59786.0,1519,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
100.0,$100-499.99,581,8969.0,3372,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,60,29950.0,964,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,243,44925.0,10012,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
30.0,$25.00-$49.99,295,29950.0,7820,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
60.0,$100-499.99,593,14975.0,1576,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,2102,8986.0,3374,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,1093,8986.0,3374,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,319,11986.0,4153,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
35.0,$25.00-$49.99,234,25732.0,7060,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,196,30048.0,7843,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
10.0,$5.00-$9.99,121,90152.0,3248,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
100.0,$100-499.99,1138,9019.0,3385,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
25.0,$10.00-$24.99,275,36115.0,8770,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,235,18066.0,125,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,417,18066.0,327,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
215.0,$500 and above,680,4205.0,34,0,0,1,0,0,0,0,0,0,0,0,$500 and above
100.0,$100-499.99,1495,9043.0,910,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
50.0,$25.00-$49.99,529,18089.0,5566,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,220,30149.0,5769,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
175.0,$500 and above,1827,5173.0,96,0,0,0,0,0,1,0,0,0,0,0,$500 and above
65.0,$100-499.99,181,13931.0,381,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
39.0,$25.00-$49.99,357,23238.0,6607,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
25.0,$10.00-$24.99,512,36265.0,8794,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
100.0,$100-499.99,867,9069.0,915,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
50.0,$25.00-$49.99,562,18148.0,1977,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
100.0,$100-499.99,753,9109.0,919,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
30.0,$25.00-$49.99,486,30394.0,7900,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
125.0,$500 and above,512,7297.0,1107,0,0,0,0,0,0,0,0,0,1,0,$500 and above
25.0,$10.00-$24.99,193,36542.0,8829,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,90,36542.0,494,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,130,36542.0,4239,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
40.0,$25.00-$49.99,139,22867.0,29,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,99,45735.0,35,0,0,0,0,0,0,1,0,0,0,0,$10.00-$24.99
100.0,$100-499.99,1175,9156.0,3420,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,411,30544.0,7920,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,436,22919.0,6537,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,1537,9169.0,3424,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,1209,9169.0,928,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
70.0,$100-499.99,591,13102.0,4414,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,1167,9174.0,140,0,0,0,0,0,1,0,0,0,0,0,$100-499.99
60.0,$100-499.99,924,15297.0,204,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,922,18391.0,5620,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
10.0,$5.00-$9.99,39,92125.0,11017,0,0,0,0,0,0,0,1,0,0,0,$5.00-$9.99
20.0,$10.00-$24.99,118,46163.0,197,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
22.0,$10.00-$24.99,82,41990.0,1403,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,88,36960.0,98,0,0,0,0,1,0,0,0,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,69,36960.0,633,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
250.0,$500 and above,4816,3702.0,76,0,0,0,0,0,1,0,0,0,0,0,$500 and above
200.0,$500 and above,15838,4646.0,635,0,0,0,0,0,0,0,0,0,1,0,$500 and above
100.0,$100-499.99,1028,9300.0,3455,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
39.99,$25.00-$49.99,308,23289.0,6618,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,490,18630.0,2040,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
10.0,$5.00-$9.99,14,93158.0,532,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,36,93158.0,126,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
105.0,$500 and above,929,8875.0,889,0,0,0,0,0,0,0,1,0,0,0,$500 and above
15.0,$10.00-$24.99,24,62185.0,12191,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
30.0,$25.00-$49.99,181,31133.0,8009,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
60.0,$100-499.99,543,15594.0,5002,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,1389,9359.0,71,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,396,18737.0,5683,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
80.0,$100-499.99,940,11714.0,1218,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
25.0,$10.00-$24.99,57,37528.0,7311,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
15.0,$10.00-$24.99,136,62635.0,7444,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
105.0,$500 and above,600,8949.0,1420,0,0,0,0,0,0,0,0,0,1,0,$500 and above
333.0,$500 and above,3503,2829.0,266,0,0,0,0,0,0,0,1,0,0,0,$500 and above
150.0,$500 and above,1364,6282.0,2557,1,0,0,0,0,0,0,0,0,0,0,$500 and above
195.0,$500 and above,1672,4833.0,671,0,0,0,0,0,0,0,0,0,1,0,$500 and above
250.0,$500 and above,1973,3771.0,360,0,0,0,0,0,0,0,1,0,0,0,$500 and above
99.0,$100-499.99,1040,9540.0,3521,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
35.0,$25.00-$49.99,186,26985.0,3050,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
19.0,$10.00-$24.99,199,49719.0,5840,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,34,63018.0,802,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
128.0,$500 and above,462,7386.0,192,0,0,1,0,0,0,0,0,0,0,0,$500 and above
109.0,$500 and above,1425,8679.0,62,0,0,1,0,0,0,0,0,0,0,0,$500 and above
20.0,$10.00-$24.99,58,47323.0,51,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
75.0,$100-499.99,361,12630.0,2166,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
200.0,$500 and above,1866,4739.0,2054,1,0,0,0,0,0,0,0,0,0,0,$500 and above
299.0,$500 and above,2480,3170.0,1474,1,0,0,0,0,0,0,0,0,0,0,$500 and above
30.0,$25.00-$49.99,300,31603.0,120,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,427,31603.0,8084,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,918,9496.0,3510,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
35.0,$25.00-$49.99,305,27143.0,237,0,0,0,0,0,0,1,0,0,0,0,$25.00-$49.99
300.0,$500 and above,2482,3167.0,1471,1,0,0,0,0,0,0,0,0,0,0,$500 and above
75.0,$100-499.99,766,12713.0,745,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
40.0,$25.00-$49.99,503,23838.0,4467,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
10.0,$5.00-$9.99,24,95367.0,7799,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
50.0,$25.00-$49.99,376,19084.0,62,0,0,0,0,0,0,0,0,1,0,0,$25.00-$49.99
199.0,$500 and above,2126,4799.0,2077,1,0,0,0,0,0,0,0,0,0,0,$500 and above
75.0,$100-499.99,515,12747.0,1326,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
40.0,$25.00-$49.99,498,23908.0,6741,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
110.0,$500 and above,910,8696.0,129,0,0,0,0,0,1,0,0,0,0,0,$500 and above
50.0,$25.00-$49.99,686,19142.0,5768,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,576,19142.0,5768,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,1064,9581.0,969,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,1549,9581.0,507,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
15.0,$10.00-$24.99,44,63889.0,1611,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
75.0,$100-499.99,1076,12782.0,750,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
4.0,$0-$4.99,40,239732.0,37654,0,0,0,0,0,0,0,0,0,1,0,$0-$4.99
250.0,$500 and above,2472,3837.0,1727,1,0,0,0,0,0,0,0,0,0,0,$500 and above
99.0,$100-499.99,745,9690.0,3556,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,235,32043.0,560,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
40.0,$25.00-$49.99,250,24088.0,6775,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
25.0,$10.00-$24.99,212,38585.0,21,0,0,0,0,0,0,1,0,0,0,0,$10.00-$24.99
150.0,$500 and above,2972,6431.0,298,0,0,1,0,0,0,0,0,0,0,0,$500 and above
20.0,$10.00-$24.99,36,48244.0,1659,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
40.0,$25.00-$49.99,375,24136.0,432,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
60.0,$100-499.99,478,16132.0,1727,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
25.0,$10.00-$24.99,169,38734.0,534,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
35.0,$25.00-$49.99,891,27672.0,5237,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
30.0,$25.00-$49.99,463,32341.0,8207,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
95.0,$100-499.99,596,10218.0,1689,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
35.0,$25.00-$49.99,104,27741.0,771,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
15.0,$10.00-$24.99,64,64792.0,2268,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
99.0,$100-499.99,1525,9818.0,3585,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
50.0,$25.00-$49.99,462,19442.0,5835,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
199.0,$500 and above,1742,4890.0,2107,1,0,0,0,0,0,0,0,0,0,0,$500 and above
45.0,$25.00-$49.99,256,21650.0,2408,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,208,48767.0,10545,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
96.0,$100-499.99,383,10161.0,3684,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
30.0,$25.00-$49.99,612,32546.0,8242,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
10.0,$5.00-$9.99,13,97660.0,3569,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,27,97660.0,1668,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
237.0,$500 and above,1248,4124.0,95,0,0,1,0,0,0,0,0,0,0,0,$500 and above
100.0,$100-499.99,785,9791.0,166,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
15.0,$10.00-$24.99,158,65284.0,2224,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
125.0,$500 and above,871,7837.0,15,0,0,1,0,0,0,0,0,0,0,0,$500 and above
30.0,$25.00-$49.99,122,32659.0,3743,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,40,32659.0,225,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
20.0,$10.00-$24.99,105,49014.0,9644,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
20.0,$10.00-$24.99,432,49014.0,10580,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
47.0,$25.00-$49.99,372,20866.0,6150,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
125.0,$500 and above,1243,7849.0,3047,1,0,0,0,0,0,0,0,0,0,0,$500 and above
300.0,$500 and above,2341,3272.0,1511,1,0,0,0,0,0,0,0,0,0,0,$500 and above
60.0,$100-499.99,492,16383.0,5182,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,1017,9832.0,3588,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
40.0,$25.00-$49.99,174,24597.0,6866,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
125.0,$500 and above,1542,7872.0,158,1,0,0,0,0,0,0,0,0,0,0,$500 and above
130.0,$500 and above,1333,7575.0,2962,1,0,0,0,0,0,0,0,0,0,0,$500 and above
20.0,$10.00-$24.99,159,49248.0,10608,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
34.0,$25.00-$49.99,420,28970.0,5507,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
75.0,$100-499.99,683,13137.0,4426,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
60.0,$100-499.99,438,16429.0,1762,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
100.0,$100-499.99,1082,9858.0,167,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
40.0,$25.00-$49.99,79,24655.0,4633,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
100.0,$100-499.99,844,9867.0,1004,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
12.0,$10.00-$24.99,34,82292.0,1358,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
10.0,$5.00-$9.99,88,98846.0,1698,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
10.0,$5.00-$9.99,30,98846.0,121,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
200.0,$500 and above,2274,4943.0,2128,1,0,0,0,0,0,0,0,0,0,0,$500 and above
150.0,$500 and above,942,6591.0,985,0,0,0,0,0,0,0,0,0,1,0,$500 and above
200.0,$500 and above,2125,4945.0,689,0,0,0,0,0,0,0,0,0,1,0,$500 and above
75.0,$100-499.99,1197,13189.0,94,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
75.0,$100-499.99,1247,13189.0,356,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
20.0,$10.00-$24.99,44,49467.0,5790,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
75.0,$100-499.99,705,13212.0,4447,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
40.0,$25.00-$49.99,521,24776.0,6897,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
25.0,$10.00-$24.99,412,39653.0,4610,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
25.0,$10.00-$24.99,110,39653.0,7761,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,116,39653.0,1322,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
50.0,$25.00-$49.99,90,19839.0,598,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
320.0,$500 and above,1670,3100.0,66,0,0,1,0,0,0,0,0,0,0,0,$500 and above
105.0,$500 and above,1647,9458.0,74,0,0,1,0,0,0,0,0,0,0,0,$500 and above
35.0,$25.00-$49.99,348,28396.0,7543,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
35.0,$25.00-$49.99,213,28396.0,504,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
100.0,$100-499.99,764,9939.0,1011,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
20.0,$10.00-$24.99,133,49719.0,10657,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,89,49719.0,10657,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
55.0,$100-499.99,366,18089.0,16,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
195.0,$500 and above,2059,5104.0,213,0,0,1,0,0,0,0,0,0,0,0,$500 and above
50.0,$25.00-$49.99,165,19906.0,549,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
25.0,$10.00-$24.99,156,39817.0,7793,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
25.0,$10.00-$24.99,123,39817.0,4642,0,0,0,0,0,0,0,1,0,0,0,$10.00-$24.99
500.0,$500 and above,3691,1992.0,13,0,0,1,0,0,0,0,0,0,0,0,$500 and above
60.0,$100-499.99,442,16618.0,5235,1,0,0,0,0,0,0,0,0,0,0,$100-499.99
100.0,$100-499.99,1414,9975.0,278,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
150.0,$500 and above,872,6656.0,4,0,0,1,0,0,0,0,0,0,0,0,$500 and above
30.0,$25.00-$49.99,352,33302.0,6434,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
25.0,$10.00-$24.99,179,39963.0,9294,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
20.0,$10.00-$24.99,47,49975.0,9826,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
99.0,$100-499.99,222,10096.0,283,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
15.0,$10.00-$24.99,107,66701.0,491,1,0,0,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,60,66701.0,1679,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
15.0,$10.00-$24.99,27,66701.0,4949,0,0,1,0,0,0,0,0,0,0,0,$10.00-$24.99
10.0,$5.00-$9.99,17,100112.0,3668,0,0,1,0,0,0,0,0,0,0,0,$5.00-$9.99
14.0,$10.00-$24.99,22,71509.0,13917,0,0,0,0,0,0,0,0,0,1,0,$10.00-$24.99
50.0,$25.00-$49.99,143,20029.0,5974,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
50.0,$25.00-$49.99,302,20029.0,553,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
256.0,$500 and above,1230,3917.0,87,0,0,1,0,0,0,0,0,0,0,0,$500 and above
50.0,$25.00-$49.99,426,20070.0,5981,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
39.0,$25.00-$49.99,313,25732.0,4857,0,0,0,0,0,0,0,0,0,1,0,$25.00-$49.99
75.0,$100-499.99,310,13387.0,245,0,0,1,0,0,0,0,0,0,0,0,$100-499.99
36.0,$25.00-$49.99,376,27906.0,3164,0,0,0,0,0,0,0,1,0,0,0,$25.00-$49.99
60.0,$100-499.99,550,16758.0,2992,0,0,0,0,0,0,0,0,0,1,0,$100-499.99
50.0,$25.00-$49.99,531,20112.0,5989,1,0,0,0,0,0,0,0,0,0,0,$25.00-$49.99
30.0,$25.00-$49.99,100,33524.0,130,0,0,1,0,0,0,0,0,0,0,0,$25.00-$49.99
125.0,$500 and above,961,8051.0,164,0,0,0,0,0,0,0,1,0,0,0,$500 and above
125.0,$500 and above,743,8051.0,410,0,0,1,0,0,0,0,0,0,0,0,$500 and above
100.0,$100-499.99,720,10065.0,1032,0,0,0,0,0,0,0,1,0,0,0,$100-499.99
