Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers
Mike Goldberg,4,30.0,205,38878.0,7609,0,0,0,0,0,0,0,0,0,1,0
Nigel Hayes,4,30.0,76,38878.0,1032,0,0,1,0,0,0,0,0,0,0,0
Patricia Velasquez,6,125.0,949,9332.0,209,1,0,0,0,0,0,0,0,0,0,0
Karan Higdon,3,20.0,110,58358.0,383,0,0,1,0,0,0,0,0,0,0,0
Schuyler Bailar,3,15.0,71,77838.0,112,0,0,1,0,0,0,0,0,0,0,0
Nic Kerdiles,3,17.0,354,68778.0,717,0,0,1,0,0,0,0,0,0,0,0
Nadia Bjorlin,5,70.0,483,16704.0,5256,1,0,0,0,0,0,0,0,0,0,0
Kane Hodder,5,100.0,693,11698.0,4084,1,0,0,0,0,0,0,0,0,0,0
Brianne Davis,4,30.0,148,39026.0,9168,1,0,0,0,0,0,0,0,0,0,0
Chris Barnes,4,40.0,311,29312.0,3342,0,0,0,0,0,0,0,1,0,0,0
Rob Ryan,5,100.0,159,11741.0,327,0,0,1,0,0,0,0,0,0,0,0
Coco Jones,4,40.0,271,29402.0,5590,0,0,0,0,0,0,0,0,0,1,0
Jennifer Batten,3,24.0,130,49014.0,5739,0,0,0,0,0,0,0,1,0,0,0
Rueben Randle,3,25.0,34,47086.0,1611,0,0,1,0,0,0,0,0,0,0,0
Amy Shira Teitel,3,25.0,191,47086.0,9261,0,0,0,0,0,0,0,0,0,1,0
Engelbert Humperdinck,7,299.0,2132,3939.0,515,0,0,0,0,0,0,0,0,0,1,0
Jonathan Kite,4,50.0,224,23571.0,4405,0,0,0,0,0,0,0,0,0,1,0
Michael Urie,4,50.0,392,23571.0,6668,1,0,0,0,0,0,0,0,0,0,0
EJ Manuel,5,75.0,221,15715.0,459,0,0,1,0,0,0,0,0,0,0,0
Charlie Condou,3,20.0,118,59042.0,11568,0,0,0,0,0,0,0,0,0,1,0
Sam Witwer,5,75.0,1074,15745.0,390,1,0,0,0,0,0,0,0,0,0,0
Matt Evers,3,25.0,73,47323.0,84,0,0,1,0,0,0,0,0,0,0,0
Matt Garza,3,25.0,115,47323.0,700,0,0,1,0,0,0,0,0,0,0,0
Roland Møller,4,50.0,278,23670.0,4431,0,0,0,0,0,0,0,0,0,1,0
Sanaa Lathan,7,500.0,2393,2367.0,1133,1,0,0,0,0,0,0,0,0,0,0
Ashley Parker Angel,5,59.0,320,20070.0,2234,0,0,0,0,0,0,0,1,0,0,0
Mario Chalmers,5,100.0,565,11843.0,316,0,0,1,0,0,0,0,0,0,0,0
Eddy Pineiro,4,28.0,4,42345.0,1421,0,0,1,0,0,0,0,0,0,0,0
Mindy Sterling,5,80.0,889,14822.0,4822,1,0,0,0,0,0,0,0,0,0,0
Sugar Lyn Beard,5,80.0,372,14845.0,4829,1,0,0,0,0,0,0,0,0,0,0
Lakatriona Brunson,3,20.0,120,59405.0,11639,0,0,0,0,0,0,0,0,0,1,0
Fres Oquendo,3,20.0,48,59405.0,357,0,0,1,0,0,0,0,0,0,0,0
Rob Ramsay,3,15.0,40,79253.0,15260,0,0,0,0,0,0,0,0,0,1,0
Melissa Archer,3,15.0,65,79253.0,15260,0,0,0,0,0,0,0,0,0,1,0
Taqele Naiyaravoro,3,15.0,44,79253.0,458,0,0,1,0,0,0,0,0,0,0,0
Laura Cayouette,3,25.0,138,47558.0,10398,1,0,0,0,0,0,0,0,0,0,0
Dave Holmes,3,25.0,112,47558.0,10398,1,0,0,0,0,0,0,0,0,0,0
Aida Turturro,5,70.0,994,17006.0,5320,1,0,0,0,0,0,0,0,0,0,0
Jermaine Dupri,6,150.0,1272,7942.0,3076,1,0,0,0,0,0,0,0,0,0,0
Gildart Jackson,4,50.0,589,23838.0,6722,1,0,0,0,0,0,0,0,0,0,0
Max Evans,4,35.0,204,34082.0,77,0,0,1,0,0,0,0,0,0,0,0
Jake Plummer,5,55.0,184,21697.0,657,0,0,1,0,0,0,0,0,0,0,0
Angelique Bates,3,20.0,81,59786.0,11711,0,0,0,0,0,0,0,0,0,1,0
Vas Blackwood,4,28.0,180,42739.0,9719,1,0,0,0,0,0,0,0,0,0,0
Clare Kramer,4,35.0,415,34204.0,8482,1,0,0,0,0,0,0,0,0,0,0
Nick Aldis,4,50.0,862,23970.0,429,0,0,1,0,0,0,0,0,0,0,0
Cherie Johnson,4,30.0,387,39963.0,9294,1,0,0,0,0,0,0,0,0,0,0
Melora Hardin,7,299.0,3295,4012.0,1790,1,0,0,0,0,0,0,0,0,0,0
Corey Webster,3,15.0,33,79980.0,1958,0,0,1,0,0,0,0,0,0,0,0
Christy Knowings,3,15.0,73,79980.0,15399,0,0,0,0,0,0,0,0,0,1,0
Kimberly J. Brown,5,75.0,519,16000.0,5099,1,0,0,0,0,0,0,0,0,0,0
Anthony Amorim,2,10.0,0,120002.0,14237,0,0,0,0,0,0,0,1,0,0,0
Chris McCain,2,10.0,9,120002.0,4432,0,0,1,0,0,0,0,0,0,0,0
John de Lancie,5,100.0,1186,12006.0,4162,1,0,0,0,0,0,0,0,0,0,0
Mackenzie Mckee,3,25.0,176,48042.0,9450,0,0,0,0,0,0,0,0,0,1,0
Todd Carney,3,25.0,118,48042.0,161,0,0,1,0,0,0,0,0,0,0,0
Cheyenne Kimball,3,20.0,122,60156.0,7135,0,0,0,0,0,0,0,1,0,0,0
McKenna Kelley,3,20.0,89,60156.0,39,0,0,1,0,0,0,0,0,0,0,0
Greg Joseph,4,30.0,60,40129.0,1337,0,0,1,0,0,0,0,0,0,0,0
Antonio Sabato Jr.,6,105.0,1286,11466.0,263,1,0,0,0,0,0,0,0,0,0,0
Kim Burrell,4,50.0,138,24088.0,2703,0,0,0,0,0,0,0,1,0,0,0
Tyrus Thomas,4,35.0,122,34427.0,940,0,0,1,0,0,0,0,0,0,0,0
Travie McCoy,5,100.0,690,12055.0,1254,0,0,0,0,0,0,0,1,0,0,0
Pollyanna McIntosh,6,120.0,494,10048.0,3645,1,0,0,0,0,0,0,0,0,0,0
Mo Pitney,3,25.0,121,48244.0,5648,0,0,0,0,0,0,0,1,0,0,0
Nell Hudson,4,45.0,310,26848.0,5070,0,0,0,0,0,0,0,0,0,1,0
Ashley Scott,5,100.0,878,12082.0,4177,1,0,0,0,0,0,0,0,0,0,0
Barry Williams,6,140.0,1051,8636.0,188,1,0,0,0,0,0,0,0,0,0,0
Felissa Rose,4,35.0,448,34552.0,8550,1,0,0,0,0,0,0,0,0,0,0
George Wendt,6,125.0,1273,9675.0,3552,1,0,0,0,0,0,0,0,0,0,0
Larry Hankin,4,50.0,516,24192.0,6798,1,0,0,0,0,0,0,0,0,0,0
Paola Rey,3,23.0,139,52630.0,10348,0,0,0,0,0,0,0,0,0,1,0
Ookay,3,20.0,31,60558.0,7188,0,0,0,0,0,0,0,1,0,0,0
Charley Koontz,3,20.0,125,60558.0,2049,1,0,0,0,0,0,0,0,0,0,0
Peter Dante,5,60.0,674,20195.0,6009,1,0,0,0,0,0,0,0,0,0,0
Joel Berry II,4,50.0,96,24253.0,674,0,0,1,0,0,0,0,0,0,0,0
Shawn Hook,3,25.0,41,48514.0,5683,0,0,0,0,0,0,0,1,0,0,0
Jaron Blossomgame,3,25.0,68,48514.0,1255,0,0,1,0,0,0,0,0,0,0,0
Rene Higuita,5,100.0,378,12130.0,703,0,0,1,0,0,0,0,0,0,0,0
Brant Daugherty,5,100.0,400,12130.0,4190,1,0,0,0,0,0,0,0,0,0,0
Dan Avidan,5,99.0,665,12278.0,50,0,0,0,0,0,0,0,0,1,0,0
Richard Cabral,5,75.0,486,16230.0,2888,0,0,0,0,0,0,0,0,0,1,0
Faran Tahir,5,55.0,462,22133.0,6395,1,0,0,0,0,0,0,0,0,0,0
Dule Hill,6,249.0,2533,4893.0,682,0,0,0,0,0,0,0,0,0,1,0
