Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers
Brendan Gallagher,6,125.0,471,39653.0,289,0,0,1,0,0,0,0,0,0,0,0
Lorna Cepeda,4,40.0,48,124000.0,22609,0,0,0,0,0,0,0,0,0,1,0
Randy Rainbow,6,150.0,1306,33093.0,6395,0,0,0,0,0,0,0,0,0,1,0
Isaiah Mckenzie,5,70.0,48,70951.0,2497,0,0,1,0,0,0,0,0,0,0,0
Philip DeFranco,7,500.0,538,9939.0,36,0,0,0,0,0,0,0,0,1,0,0
Bob Smiley,3,25.0,21,199220.0,32953,0,0,0,0,0,0,0,0,0,1,0
Wayne Barrow,3,25.0,25,199220.0,19896,1,0,0,0,0,0,0,0,0,0,0
Gabbie Rae,3,25.0,20,199220.0,21947,0,0,0,0,0,0,0,1,0,0,0
Aaron Smolinski,3,25.0,57,199220.0,19896,1,0,0,0,0,0,0,0,0,0,0
Ricky Sapp,3,25.0,12,199220.0,7073,0,0,1,0,0,0,0,0,0,0,0
Rico Gafford,3,25.0,53,199220.0,7073,0,0,1,0,0,0,0,0,0,0,0
David Tyree,6,150.0,94,33302.0,1097,0,0,1,0,0,0,0,0,0,0,0
Henry Santos,5,59.0,71,84722.0,10178,0,0,0,0,0,0,0,1,0,0,0
Todd Elton,3,15.0,26,333603.0,1685,0,0,1,0,0,0,0,0,0,0,0
Anthony Louis,3,15.0,7,333603.0,4350,0,0,1,0,0,0,0,0,0,0,0
Mel Deane,3,15.0,6,333603.0,47314,0,0,0,0,0,0,0,0,0,1,0
Mandy Freeman,3,15.0,4,333603.0,37704,0,0,1,0,0,0,0,0,0,0,0
Alexandra Kiroi-Bogatyreva,3,15.0,4,333603.0,249,0,0,1,0,0,0,0,0,0,0,0
Staz Lindes,3,15.0,9,333603.0,1381,0,0,0,0,0,0,1,0,0,0,0
Miss Krystle,3,15.0,9,333603.0,31369,0,0,0,0,0,0,0,1,0,0,0
Greg Bretz,3,15.0,2,333603.0,47314,0,0,0,0,0,0,0,0,0,1,0
Keith Foulke,4,50.0,52,100112.0,1725,0,0,1,0,0,0,0,0,0,0,0
Lynn Williams,4,50.0,73,100112.0,8326,0,0,1,0,0,0,0,0,0,0,0
Bret Ernst,4,50.0,47,100112.0,18793,0,0,0,0,0,0,0,0,0,1,0
Scott Burrell,4,50.0,1355,100112.0,2388,0,0,1,0,0,0,0,0,0,0,0
Babe Winkelman,4,50.0,33,100112.0,3496,0,0,1,0,0,0,0,0,0,0,0
Lakyn,3,20.0,5,250578.0,26048,0,0,0,0,0,0,0,1,0,0,0
Elliot Sloan,3,20.0,22,250578.0,2476,0,0,1,0,0,0,0,0,0,0,0
Lydia Képinski,3,20.0,5,250578.0,38900,0,0,0,0,0,0,0,0,0,1,0
Aleksandrs Samoilovs,3,20.0,11,250578.0,486,0,0,1,0,0,0,0,0,0,0,0
Giarnni Regini-Moran,3,20.0,12,250578.0,271,0,0,1,0,0,0,0,0,0,0,0
Luke Mathews,3,20.0,13,250578.0,144,0,0,1,0,0,0,0,0,0,0,0
Simon Fisher-Becker,4,35.0,32,143196.0,25460,0,0,0,0,0,0,0,0,0,1,0
Jordan McLaughlin,4,35.0,67,143196.0,3262,0,0,1,0,0,0,0,0,0,0,0
Kim Webster,4,35.0,50,143196.0,25460,0,0,0,0,0,0,0,0,0,1,0
Leisha Hailey,6,200.0,409,25125.0,6956,1,0,0,0,0,0,0,0,0,0,0
Fat Tony,4,49.0,49,102616.0,12250,0,0,0,0,0,0,0,1,0,0,0
Kenny Brooks,4,30.0,10,167675.0,1152,0,0,1,0,0,0,0,0,0,0,0
Cassanova Mckinzy,4,30.0,9,167675.0,6106,0,0,1,0,0,0,0,0,0,0,0
Natasa Andonova,4,30.0,12,167675.0,16139,0,0,1,0,0,0,0,0,0,0,0
Jonny Walker,4,30.0,20,167675.0,28952,0,0,0,0,0,0,0,0,0,1,0
Mack Wilson,5,51.0,146,98846.0,648,0,0,1,0,0,0,0,0,0,0,0
Otis Wilson,5,80.0,58,63018.0,2195,0,0,1,0,0,0,0,0,0,0,0
Fernando Noriega,4,40.0,33,126043.0,22919,0,0,0,0,0,0,0,0,0,1,0
Placido Polanco,5,75.0,111,67252.0,1082,0,0,1,0,0,0,0,0,0,0,0
Benjamin Byron Davis,5,75.0,242,67252.0,13121,0,0,0,0,0,0,0,0,0,1,0
David Kaplan,4,50.0,74,101357.0,93,0,0,0,0,0,0,0,0,1,0,0
Ben Giroux,4,50.0,125,101357.0,18991,0,0,0,0,0,0,0,0,0,1,0
Shawn Morales,4,50.0,120,101357.0,18991,0,0,0,0,0,0,0,0,0,1,0
Corey Patterson,4,50.0,49,101357.0,1748,0,0,1,0,0,0,0,0,0,0,0
Andrew Wenger,4,50.0,27,101357.0,8461,0,0,1,0,0,0,0,0,0,0,0
Lukas Rossi,5,100.0,148,50732.0,5950,0,0,0,0,0,0,0,1,0,0,0
John Clayton,5,100.0,96,50732.0,1664,0,0,1,0,0,0,0,0,0,0,0
Alexis Michelle,5,60.0,387,84722.0,16226,0,0,0,0,0,0,0,0,0,1,0
Fallon Taylor,4,49.0,103,103984.0,3,0,0,1,0,0,0,0,0,0,0,0
Josh Altman,6,250.0,835,20412.0,551,0,0,0,0,0,0,0,0,1,0,0
Femi Taylor,5,65.0,58,78552.0,13586,1,0,0,0,0,0,0,0,0,0,0
Opeti fonua,4,35.0,7,146192.0,1330,0,0,1,0,0,0,0,0,0,0,0
Tony Delk,5,100.0,92,51272.0,1341,0,0,1,0,0,0,0,0,0,0,0
C-bo,5,100.0,104,51272.0,10083,0,0,0,0,0,0,0,0,0,1,0
Andy Williams,4,40.0,80,128206.0,11420,0,0,1,0,0,0,0,0,0,0,0
Rashad Phillips,4,40.0,28,128206.0,2935,0,0,1,0,0,0,0,0,0,0,0
Sol Rodriguez,4,50.0,34,102616.0,19195,0,0,0,0,0,0,0,0,0,1,0
Matthew Parker,3,25.0,16,205970.0,22536,0,0,0,0,0,0,0,1,0,0,0
Alex Murrel,3,25.0,100,205970.0,22536,0,0,0,0,0,0,0,1,0,0,0
Jason-Shane Scott,5,65.0,126,79253.0,13654,1,0,0,0,0,0,0,0,0,0,0
Sean Casey,5,100.0,183,51532.0,787,0,0,1,0,0,0,0,0,0,0,0
George Lowe,5,100.0,205,51532.0,434,0,0,0,0,0,1,0,0,0,0,0
Camille Anderson,4,45.0,44,114618.0,21114,0,0,0,0,0,0,0,0,0,1,0
Brian Viglione,5,75.0,70,68778.0,8218,0,0,0,0,0,0,0,1,0,0,0
Michael Beasley,8,1000.0,736,5160.0,130,0,0,1,0,0,0,0,0,0,0,0
Heklina,4,30.0,23,172049.0,29503,0,0,0,0,0,0,0,0,0,1,0
Barry Brown,4,30.0,19,172049.0,3874,0,0,1,0,0,0,0,0,0,0,0
Jonathan Campbell,4,30.0,12,172049.0,16710,0,0,1,0,0,0,0,0,0,0,0
Cornelius Lucas,4,30.0,32,172049.0,6252,0,0,1,0,0,0,0,0,0,0,0
Rob Stoner,4,30.0,51,172049.0,19565,0,0,0,0,0,0,0,1,0,0,0
Brooks Robinson,6,200.0,375,25863.0,296,0,0,1,0,0,0,0,0,0,0,0
Mark Stoops,6,200.0,105,25863.0,128,0,0,1,0,0,0,0,0,0,0,0
Andrew Warren,5,100.0,314,51809.0,10191,0,0,0,0,0,0,0,0,0,1,0
Kimora Blac,5,55.0,142,94261.0,17880,0,0,0,0,0,0,0,0,0,1,0
Norman Chad,5,60.0,50,86478.0,16553,0,0,0,0,0,0,0,0,0,1,0
Jim Leyritz,5,75.0,83,69297.0,1123,0,0,1,0,0,0,0,0,0,0,0
Joe Jacoby,5,75.0,54,69297.0,2442,0,0,1,0,0,0,0,0,0,0,0
Jean Beauvoir,5,75.0,111,69297.0,8278,0,0,0,0,0,0,0,1,0,0,0
Nelson Cruz,6,200.0,1436,25993.0,299,0,0,1,0,0,0,0,0,0,0,0
Chris Perry,4,50.0,37,103984.0,3829,0,0,1,0,0,0,0,0,0,0,0
Corey Wootton,4,50.0,15,103984.0,3829,0,0,1,0,0,0,0,0,0,0,0
Deniro Farrar,4,50.0,31,103984.0,12417,0,0,0,0,0,0,0,1,0,0,0
Ryan Jamaal Swain,6,125.0,733,41606.0,8140,0,0,0,0,0,0,0,0,0,1,0
KJ Sawka,4,40.0,32,130420.0,15350,0,0,0,0,0,0,0,1,0,0,0
Marty Baller,4,40.0,20,130420.0,15350,0,0,0,0,0,0,0,1,0,0,0
Tony Daniels,4,40.0,52,130420.0,17076,1,0,0,0,0,0,0,0,0,0,0
Brandon Saller,5,70.0,74,74571.0,8934,0,0,0,0,0,0,0,1,0,0,0
Maverick Weller,4,35.0,13,149285.0,26356,0,0,0,0,0,0,0,0,0,1,0
Dana Williams,4,35.0,30,149285.0,26356,0,0,0,0,0,0,0,0,0,1,0
Matt Costa,4,49.0,38,106811.0,12757,0,0,0,0,0,0,0,1,0,0,0
Julien Gauthier,4,49.0,97,106811.0,1341,0,0,1,0,0,0,0,0,0,0,0
Hart Bochner,6,200.0,353,26183.0,7155,1,0,0,0,0,0,0,0,0,0,0
Peter Hooley,3,20.0,4,262864.0,5726,0,0,1,0,0,0,0,0,0,0,0
Tinka Milinovic,3,20.0,9,262864.0,26970,0,0,0,0,0,0,0,1,0,0,0
Renée Willett,3,20.0,19,262864.0,40159,0,0,0,0,0,0,0,0,0,1,0
Sidney Rivera,3,20.0,18,262864.0,28126,0,0,1,0,0,0,0,0,0,0,0
Ian McIntosh,3,20.0,8,262864.0,40159,0,0,0,0,0,0,0,0,0,1,0
Janet Krupin,3,20.0,10,262864.0,40159,0,0,0,0,0,0,0,0,0,1,0
TJ Sanders,3,20.0,7,262864.0,530,0,0,1,0,0,0,0,0,0,0,0
Nate Schmidt,5,88.0,116,59786.0,582,0,0,1,0,0,0,0,0,0,0,0
Kelly Nash,5,100.0,0,52630.0,1737,0,0,1,0,0,0,0,0,0,0,0
Justin Willman,6,199.0,560,26449.0,5000,0,0,0,0,0,0,0,0,0,1,0
Kyle Davis,4,48.0,56,109734.0,15903,1,0,0,0,0,0,0,0,0,0,0
Stubby Clapp,4,50.0,49,105386.0,1836,0,0,1,0,0,0,0,0,0,0,0
Patricia Manterola,5,99.0,260,53230.0,6268,0,0,0,0,0,0,0,1,0,0,0
Mig Macario,3,22.0,13,239732.0,37654,0,0,0,0,0,0,0,0,0,1,0
Stoney LaRue,5,75.0,95,70401.0,8420,0,0,0,0,0,0,0,1,0,0,0
Kelvin Taylor,5,90.0,59,58669.0,2036,0,0,1,0,0,0,0,0,0,0,0
Jake Lowery,3,17.0,5,311339.0,5829,0,0,1,0,0,0,0,0,0,0,0
Vernon Maxwell,6,120.0,172,44107.0,1145,0,0,1,0,0,0,0,0,0,0,0
Tyler Lancaster,4,42.0,23,126043.0,4656,0,0,1,0,0,0,0,0,0,0,0
Jeff East,5,100.0,176,53230.0,11071,1,0,0,0,0,0,0,0,0,0,0
Jimmy Rollins,6,250.0,317,21303.0,228,0,0,1,0,0,0,0,0,0,0,0
Stephen Howard,3,25.0,12,213266.0,4718,0,0,1,0,0,0,0,0,0,0,0
Perci Garner,3,25.0,10,213266.0,4110,0,0,1,0,0,0,0,0,0,0,0
Billy Tibbetts,4,50.0,197,106811.0,1341,0,0,1,0,0,0,0,0,0,0,0
Andrew Bowen,5,65.0,87,82292.0,13889,1,0,0,0,0,0,0,0,0,0,0
Denis Savard,5,100.0,166,53547.0,475,0,0,1,0,0,0,0,0,0,0,0
Jay DeMerit,5,75.0,71,71509.0,5439,0,0,1,0,0,0,0,0,0,0,0
Ronnie Kroell,5,55.0,65,97660.0,697,0,0,0,0,0,0,1,0,0,0,0
Stephen Bishop,6,250.0,1384,21489.0,3983,0,0,0,0,0,0,0,0,0,1,0
Bob Crowley,4,49.0,108,109734.0,20341,0,0,0,0,0,0,0,0,0,1,0
Problem,6,150.0,130,35848.0,4165,0,0,0,0,0,0,0,1,0,0,0
Christine Pedi,4,45.0,37,120002.0,21961,0,0,0,0,0,0,0,0,0,1,0
Calynn Irwin,3,15.0,4,360193.0,4719,0,0,1,0,0,0,0,0,0,0,0
Rotem Sivan,3,15.0,7,360193.0,49781,0,0,0,0,0,0,0,0,0,1,0
Linden King,3,15.0,5,360193.0,905,0,0,1,0,0,0,0,0,0,0,0
Avalon Young,3,15.0,1,360193.0,49781,0,0,0,0,0,0,0,0,0,1,0
Terrell Davis,7,500.0,315,10809.0,303,0,0,1,0,0,0,0,0,0,0,0
Dakota Schuetz,4,40.0,17,135151.0,24292,0,0,0,0,0,0,0,0,0,1,0
Nicole LaLiberté,5,75.0,53,72105.0,13011,1,0,0,0,0,0,0,0,0,0,0
Deon Cain,5,75.0,72,72105.0,2540,0,0,1,0,0,0,0,0,0,0,0
Nico Hoerner,4,50.0,523,108243.0,1894,0,0,1,0,0,0,0,0,0,0,0
Will Sparks,5,80.0,61,67750.0,8096,0,0,0,0,0,0,0,1,0,0,0
Trovon Reed,4,38.0,16,143196.0,5285,0,0,1,0,0,0,0,0,0,0,0
Candice Hutchings,4,30.0,27,181829.0,257,0,0,0,0,0,0,0,0,1,0,0
Ahmad Thomas,4,30.0,16,181829.0,6557,0,0,1,0,0,0,0,0,0,0,0
Haley Hanson,4,30.0,20,181829.0,17938,0,0,1,0,0,0,0,0,0,0,0
Augie Duke,4,30.0,32,181829.0,6023,1,0,0,0,0,0,0,0,0,0,0
Joseph Whipp,4,30.0,41,181829.0,19333,1,0,0,0,0,0,0,0,0,0,0
Lane Moore,4,35.0,29,156010.0,27331,0,0,0,0,0,0,0,0,0,1,0
Sharon Angela,5,100.0,216,54705.0,11241,1,0,0,0,0,0,0,0,0,0,0
Anthony Raneri,4,50.0,38,109734.0,13092,0,0,0,0,0,0,0,1,0,0,0
Louis Domingue,4,50.0,91,109734.0,1391,0,0,1,0,0,0,0,0,0,0,0
Charles Wright,4,50.0,39,109734.0,2134,0,0,0,0,0,0,0,0,0,0,1
Mr. Talkbox,4,50.0,33,109734.0,13092,0,0,0,0,0,0,0,1,0,0,0
Steve Spangler,4,45.0,42,122012.0,22278,0,0,0,0,0,0,0,0,0,1,0
Bobby Julich,4,40.0,64,137649.0,261,0,0,1,0,0,0,0,0,0,0,0
Tom Goss,4,40.0,37,137649.0,16129,0,0,0,0,0,0,0,1,0,0,0
Hal Rayle,4,40.0,35,137649.0,17442,1,0,0,0,0,0,0,0,0,0,0
Mick Jenkins,6,250.0,193,22030.0,2455,0,0,0,0,0,0,0,1,0,0,0
Mason Caton-Brown,3,24.0,9,230115.0,2789,0,0,1,0,0,0,0,0,0,0,0
Olivia Vivian,3,25.0,837,221347.0,227,0,0,1,0,0,0,0,0,0,0,0
René LaVice,3,25.0,17,221347.0,23727,0,0,0,0,0,0,0,1,0,0,0
Katie Nageotte,3,25.0,29,221347.0,2046,0,0,1,0,0,0,0,0,0,0,0
Cody Laurendi,3,25.0,12,221347.0,22798,0,0,1,0,0,0,0,0,0,0,0
Dylan Windler,3,25.0,137,221347.0,4878,0,0,1,0,0,0,0,0,0,0,0
Mike Saxon,3,25.0,14,221347.0,7743,0,0,1,0,0,0,0,0,0,0,0
Jason Dent,3,25.0,16,221347.0,1996,0,0,1,0,0,0,0,0,0,0,0
Alex Singleton,4,49.0,31,112933.0,4185,0,0,1,0,0,0,0,0,0,0,0
Ty Summers,3,20.0,7,276795.0,2011,0,0,1,0,0,0,0,0,0,0,0
Bradley Dean,3,20.0,12,276795.0,41672,0,0,0,0,0,0,0,0,0,1,0
Ben Saxton,3,20.0,2,276795.0,41672,0,0,0,0,0,0,0,0,0,1,0
Lexi Dupont,3,20.0,7,276795.0,41672,0,0,0,0,0,0,0,0,0,1,0
Julian Dunn,3,20.0,30,276795.0,29992,0,0,1,0,0,0,0,0,0,0,0
Justin Mortelliti,3,20.0,21,276795.0,27906,0,0,0,0,0,0,0,1,0,0,0
Kylie Strom,3,20.0,35,276795.0,29992,0,0,1,0,0,0,0,0,0,0,0
Todd Kerns,5,80.0,78,69297.0,8278,0,0,0,0,0,0,0,1,0,0,0
Roscoe Dash,6,135.0,130,41075.0,4801,0,0,0,0,0,0,0,1,0,0,0
Zak Drake,3,19.0,5,292802.0,32129,0,0,1,0,0,0,0,0,0,0,0
Jackson Bostwick,5,65.0,45,85600.0,14168,1,0,0,0,0,0,0,0,0,0,0
Jay Harris,4,50.0,32,111285.0,20581,0,0,0,0,0,0,0,0,0,1,0
Dick Bremer,4,50.0,114,111285.0,20581,0,0,0,0,0,0,0,0,0,1,0
Steve Sweeney,4,50.0,53,111285.0,624,0,0,0,0,0,1,0,0,0,0,0
Reggie Smith,5,69.0,82,80725.0,1335,0,0,1,0,0,0,0,0,0,0,0
WENDY JAMES,6,200.0,690,27906.0,3164,0,0,0,0,0,0,0,1,0,0,0
Majok Deng,4,35.0,13,159608.0,3592,0,0,1,0,0,0,0,0,0,0,0
Tod Howarth,4,35.0,29,159608.0,18370,0,0,0,0,0,0,0,1,0,0,0
Xavier Grimble,5,60.0,42,93158.0,3378,0,0,1,0,0,0,0,0,0,0,0
Adam Ottavino,5,100.0,222,55924.0,868,0,0,1,0,0,0,0,0,0,0,0
Cody Canada,5,75.0,98,74571.0,8934,0,0,0,0,0,0,0,1,0,0,0
Joey Cape,5,90.0,106,62185.0,7390,0,0,0,0,0,0,0,1,0,0,0
Udonis Haslem,7,400.0,1450,13996.0,384,0,0,1,0,0,0,0,0,0,0,0
Karl Collins,5,59.0,34,95367.0,14927,1,0,0,0,0,0,0,0,0,0,0
Eddie Ojeda,5,100.0,106,56295.0,6671,0,0,0,0,0,0,0,1,0,0,0
Peter Younghusband,2,10.0,2,564366.0,5257,0,0,1,0,0,0,0,0,0,0,0
Jasper Good,2,10.0,1,564366.0,10829,0,0,1,0,0,0,0,0,0,0,0
Nick Marino,2,10.0,3,564366.0,65578,0,0,0,0,0,0,0,0,0,1,0
Jon Lieber,4,50.0,48,112933.0,1997,0,0,1,0,0,0,0,0,0,0,0
Canton Jones,4,50.0,24,112933.0,13473,0,0,0,0,0,0,0,1,0,0,0
Leven Rambin,7,500.0,939,11299.0,3996,1,0,0,0,0,0,0,0,0,0,0
Matt Forte,7,350.0,191,16208.0,476,0,0,1,0,0,0,0,0,0,0,0
Joseph R. Gannascoli,6,150.0,432,37823.0,7370,0,0,0,0,0,0,0,0,0,1,0
Rod Allen,5,80.0,129,70951.0,1155,0,0,1,0,0,0,0,0,0,0,0
Darren Anderton,6,150.0,198,38121.0,2548,0,0,1,0,0,0,0,0,0,0,0
Jim Brickman,6,150.0,158,38121.0,4416,0,0,0,0,0,0,0,1,0,0,0
Myra Molloy,4,40.0,34,143196.0,16704,0,0,0,0,0,0,0,1,0,0,0
Vince Spadea,4,40.0,28,143196.0,918,0,0,1,0,0,0,0,0,0,0,0
Amy Castle,4,50.0,97,114618.0,21114,0,0,0,0,0,0,0,0,0,1,0
Josh Miller,4,50.0,3,114618.0,21114,0,0,0,0,0,0,0,0,0,1,0
Spencer Gibb,4,50.0,46,114618.0,13666,0,0,0,0,0,0,0,1,0,0,0
Kosha Dillz,4,36.0,23,159608.0,18370,0,0,0,0,0,0,0,1,0,0,0
Melvin Lee Davis,3,25.0,15,230115.0,24451,0,0,0,0,0,0,0,1,0,0,0
Matt Papa,3,25.0,17,230115.0,24451,0,0,0,0,0,0,0,1,0,0,0
Lindsay Agnew,3,25.0,20,230115.0,23914,0,0,1,0,0,0,0,0,0,0,0
Marty Appel,3,25.0,13,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0
Jermaine Dye,5,100.0,130,57696.0,897,0,0,1,0,0,0,0,0,0,0,0
Marty Fields,4,30.0,20,192911.0,32156,0,0,0,0,0,0,0,0,0,1,0
Cathy Ladman,4,30.0,18,192911.0,32156,0,0,0,0,0,0,0,0,0,1,0
Dave Kerpen,4,49.0,32,118187.0,21701,0,0,0,0,0,0,0,0,0,1,0
Jae Millz,5,100.0,93,58031.0,6868,0,0,0,0,0,0,0,1,0,0,0
Vinny Castilla,5,70.0,94,83078.0,1378,0,0,1,0,0,0,0,0,0,0,0
Vinni Lettieri,4,50.0,25,116357.0,1485,0,0,1,0,0,0,0,0,0,0,0
David Tutera,6,187.0,122,31133.0,921,0,0,0,0,0,0,0,0,1,0,0
Torey Lovullo,6,125.0,142,46641.0,692,0,0,1,0,0,0,0,0,0,0,0
Kamie Crawford,5,75.0,1208,77838.0,317,0,0,0,0,0,0,0,0,1,0,0
Amanda-jade Wellington,3,20.0,6,292802.0,2369,0,0,1,0,0,0,0,0,0,0,0
Alexander Stewart,3,20.0,9,292802.0,25,0,0,0,0,0,0,0,0,1,0,0
Christine Dwyer,3,20.0,22,292802.0,6153,0,0,0,0,0,0,0,0,0,0,1
Troy Payne,3,12.0,4,488196.0,9673,0,0,1,0,0,0,0,0,0,0,0
Evgeny Svechnikov,5,65.0,186,90152.0,1089,0,0,1,0,0,0,0,0,0,0,0
Jennifer Nicole Lee,5,100.0,63,58669.0,47,0,0,0,0,0,0,1,0,0,0,0
Saaphyri Windsor,5,100.0,97,58669.0,11502,0,0,0,0,0,0,0,0,0,1,0
Reinaldo Navia,4,35.0,19,167675.0,16139,0,0,1,0,0,0,0,0,0,0,0
Carrie Manolakos,4,35.0,41,167675.0,5594,1,0,0,0,0,0,0,0,0,0,0
Zoe Badwi,4,35.0,22,167675.0,19141,0,0,0,0,0,0,0,1,0,0,0
Alec Utgoff,5,70.0,270,83874.0,16075,0,0,0,0,0,0,0,0,0,1,0
Jackie Gillies,5,99.0,126,59405.0,11639,0,0,0,0,0,0,0,0,0,1,0
Justin Dhillon,3,15.0,17,392537.0,46109,0,0,1,0,0,0,0,0,0,0,0
Chris Wallin,3,15.0,8,392537.0,52664,0,0,0,0,0,0,0,0,0,1,0
Mike Ford,5,75.0,48,78552.0,452,0,0,1,0,0,0,0,0,0,0,0
Baron von Raschke,6,130.0,215,45324.0,747,0,0,1,0,0,0,0,0,0,0,0
Byron Scott,7,400.0,318,14757.0,407,0,0,1,0,0,0,0,0,0,0,0
Matt Stover,5,100.0,66,59042.0,2053,0,0,1,0,0,0,0,0,0,0,0
Spinderella,6,250.0,360,23623.0,4418,0,0,0,0,0,0,0,0,0,1,0
Bob Layton,4,50.0,39,118187.0,298,0,0,0,0,0,1,0,0,0,0,0
Brian Courtney Wilson,4,50.0,32,118187.0,14048,0,0,0,0,0,0,0,1,0,0,0
Dede Westbrook,7,300.0,130,19715.0,588,0,0,1,0,0,0,0,0,0,0,0
Pete Nelson,6,140.0,136,42345.0,8298,0,0,0,0,0,0,0,0,0,1,0
Obie Trice,7,400.0,437,14822.0,1559,0,0,0,0,0,0,0,1,0,0,0
Anjali Bhimani,5,70.0,362,84722.0,16226,0,0,0,0,0,0,0,0,0,1,0
Tobias truvillion,5,55.0,41,108243.0,20104,0,0,0,0,0,0,0,0,0,1,0
Luis Moncada,5,99.0,238,60156.0,11783,0,0,0,0,0,0,0,0,0,1,0
AJ Dillon,5,90.0,38,66233.0,440,0,0,1,0,0,0,0,0,0,0,0
Jeffrey Vincent Parise,5,80.0,59,74571.0,13253,1,0,0,0,0,0,0,0,0,0,0
BenDeLaCreme,6,200.0,422,29856.0,5707,0,0,0,0,0,0,0,0,0,1,0
Ian Grushka,4,29.0,55,205970.0,22536,0,0,0,0,0,0,0,1,0,0,0
Elie Seckbach,4,45.0,24,132754.0,23932,0,0,0,0,0,0,0,0,0,1,0
Rodney Saulsberry,4,30.0,23,199220.0,19896,1,0,0,0,0,0,0,0,0,0,0
Adrian Sanchez,4,30.0,18,199220.0,3819,0,0,1,0,0,0,0,0,0,0,0
Saverio Guerra,5,100.0,0,59786.0,11820,1,0,0,0,0,0,0,0,0,0,0
Rasul Douglas,5,100.0,49,59786.0,2069,0,0,1,0,0,0,0,0,0,0,0
Kevin Greene,6,249.0,265,24025.0,747,0,0,1,0,0,0,0,0,0,0,0
Bryn Law,4,26.0,10,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0
Esteman,4,32.0,64,187220.0,20929,0,0,0,0,0,0,0,1,0,0,0
Andrew Suniula,3,25.0,4,239732.0,2970,0,0,1,0,0,0,0,0,0,0,0
Dagney Kerr,3,25.0,33,239732.0,21033,1,0,0,0,0,0,0,0,0,0,0
Tommy Campbell,3,25.0,10,239732.0,21033,1,0,0,0,0,0,0,0,0,0,0
King Joe,3,25.0,11,239732.0,25215,0,0,0,0,0,0,0,1,0,0,0
Mayre Martinez,3,25.0,13,239732.0,25215,0,0,0,0,0,0,0,1,0,0,0
Lance McCullers Jr.,6,195.0,357,30740.0,386,0,0,1,0,0,0,0,0,0,0,0
Miltos Yerolemou,5,75.0,117,79980.0,13718,1,0,0,0,0,0,0,0,0,0,0
Patrick Ebert,4,50.0,17,120002.0,10481,0,0,1,0,0,0,0,0,0,0,0
Jake Reed,4,50.0,31,120002.0,4432,0,0,1,0,0,0,0,0,0,0,0
Gene Banks,4,50.0,36,120002.0,2775,0,0,1,0,0,0,0,0,0,0,0
Chris Zorich,5,100.0,70,60156.0,2086,0,0,1,0,0,0,0,0,0,0,0
Criss Angel,8,999.0,1078,6023.0,876,0,0,0,0,0,0,0,0,0,1,0
Toby Lightman,4,35.0,18,172049.0,19565,0,0,0,0,0,0,0,1,0,0,0
Jay Alford,4,35.0,14,172049.0,6252,0,0,1,0,0,0,0,0,0,0,0
Barry Duffield,4,35.0,13,172049.0,5716,1,0,0,0,0,0,0,0,0,0,0
Steve Tyrell,5,95.0,96,63460.0,7554,0,0,0,0,0,0,0,1,0,0,0
Lil Wyte,6,200.0,231,30149.0,3442,0,0,0,0,0,0,0,1,0,0,0
Lil Wyte,6,200.0,231,30149.0,3442,0,0,0,0,0,0,0,1,0,0,0
Keegan Bradley,6,199.0,520,30311.0,76,0,0,1,0,0,0,0,0,0,0,0
Gad Elbaz,5,55.0,39,109734.0,13092,0,0,0,0,0,0,0,1,0,0,0
Aubrey Huff,5,100.0,873,60558.0,959,0,0,1,0,0,0,0,0,0,0,0
Michael Martin Murphey,6,200.0,363,30311.0,3466,0,0,0,0,0,0,0,1,0,0,0
Leonard Marshall,6,125.0,38,48514.0,1668,0,0,1,0,0,0,0,0,0,0,0
Jennifer Holliday,7,320.0,3717,19001.0,2105,0,0,0,0,0,0,0,1,0,0,0
Justin Dunn,4,45.0,208,135151.0,2455,0,0,1,0,0,0,0,0,0,0,0
Robert Maschio,5,98.0,218,62185.0,12191,0,0,0,0,0,0,0,0,0,1,0
Edwin moses,6,170.0,298,35848.0,142,0,0,1,0,0,0,0,0,0,0,0
Vince Coleman,5,100.0,149,60968.0,967,0,0,1,0,0,0,0,0,0,0,0
Mark Schulman,4,50.0,29,122012.0,14462,0,0,0,0,0,0,0,1,0,0,0
Kaitlin Sandeno,4,40.0,22,152593.0,280,0,0,1,0,0,0,0,0,0,0,0
Kele Le Roc,4,40.0,48,152593.0,17639,0,0,0,0,0,0,0,1,0,0,0
Jahleel Addae,5,75.0,62,81478.0,2898,0,0,1,0,0,0,0,0,0,0,0
Mariano Rivera,8,750.0,1434,8174.0,50,0,0,1,0,0,0,0,0,0,0,0
Paul Jackson,5,59.0,61,103984.0,12417,0,0,0,0,0,0,0,1,0,0,0
Tom Luginbill,5,60.0,24,102616.0,667,0,0,1,0,0,0,0,0,0,0,0
Joe Crede,5,60.0,67,102616.0,1779,0,0,1,0,0,0,0,0,0,0,0
Katie McGlynn,6,121.0,122,50995.0,10024,0,0,0,0,0,0,0,0,0,1,0
