Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,Actuals,Predictions
Richie Kotzen,$25.01-50.00,50.0,431,13476.0,1402,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$50.01-100.00
Kelly Rutherford,$50.01-100.00,100.0,1186,6754.0,2701,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Alejandro Silva,$0.00-5.00,5.0,11,135151.0,12247,0,0,1,0,0,0,0,0,0,0,0,$0.00-5.00,$10.01-25.00
Andrea Feczko,$0.00-5.00,5.0,14,135151.0,24292,0,0,0,0,0,0,0,0,0,1,0,$0.00-5.00,$25.01-50.00
Boban Marjanovic,$100.01-250.00,150.0,8650,4506.0,117,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Claudia Gadelha,$50.01-100.00,60.0,635,11278.0,148,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Taylor Caniff,$10.01-25.00,15.0,61,45112.0,8882,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Nathan East,$10.01-25.00,20.0,276,33869.0,3901,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Alexandra Socha,$10.01-25.00,20.0,147,33869.0,6562,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Butch Patrick,$25.01-50.00,50.0,772,13553.0,4524,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Gheorghe Muresan,$50.01-100.00,100.0,1360,6777.0,169,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
David Faustino,$50.01-100.00,100.0,1964,6793.0,2711,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Amelia Lily,$10.01-25.00,25.0,947,27230.0,3079,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Paul Greene,$25.01-50.00,50.0,653,13624.0,4540,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Ashley Argota,$10.01-25.00,20.0,247,34082.0,1013,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Brian Bonsall,$50.01-100.00,60.0,806,11368.0,4013,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Joanna Cassidy,$50.01-100.00,69.0,865,9913.0,3612,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Arjay Smith,$10.01-25.00,11.0,109,62185.0,12066,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Meghan Ory,$50.01-100.00,100.0,1501,6843.0,2732,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Ernie Hudson,$100.01-250.00,135.0,1619,5077.0,2176,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Claire Holt,$100.01-250.00,200.0,1886,3427.0,1570,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Simon Rex,$50.01-100.00,69.0,911,9939.0,3620,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Don Johnson,$250.01-500.00,500.0,6169,1372.0,696,1,0,0,0,0,0,0,0,0,0,0,$250.01-500.00,$250.01-500.00
Chevel Shepherd,$50.01-100.00,65.0,202,10564.0,1089,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Katelyn Ohashi,$50.01-100.00,85.0,1250,8085.0,5,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Dominick Reyes,$25.01-50.00,50.0,2673,13745.0,186,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
DANIELLE CORMACK,$50.01-100.00,59.0,872,11651.0,4076,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Mojo Rawley,$50.01-100.00,69.0,247,9964.0,173,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Dan Dickau,$5.01-10.00,10.0,47,68778.0,1718,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Charlamagne tha God,$100.01-250.00,150.0,1609,4592.0,1,0,0,0,0,0,0,0,0,1,0,0,$100.01-250.00,$50.01-100.00
Takeru Kobayashi,$50.01-100.00,85.0,735,8111.0,3132,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Brian Scalabrine,$50.01-100.00,99.0,507,6968.0,174,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Natalie Krill,$25.01-50.00,40.0,550,17266.0,5369,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
David Ellefson,$10.01-25.00,25.0,316,27672.0,3137,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Nikki SooHoo,$10.01-25.00,15.0,136,46163.0,10186,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Sharni Vinson,$25.01-50.00,40.0,366,17331.0,5383,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Mason Musso,$10.01-25.00,20.0,364,34665.0,4004,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Ian Gelder,$10.01-25.00,25.0,335,27741.0,5250,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Nik Wallenda,$10.01-25.00,25.0,158,27741.0,5250,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Alex Vincent,$25.01-50.00,40.0,390,17357.0,5394,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Spencer Pratt,$50.01-100.00,100.0,1007,6952.0,1041,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$100.01-250.00
Joe Dinicol,$10.01-25.00,25.0,247,27829.0,7446,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Dorell Wright,$10.01-25.00,25.0,191,27829.0,772,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Will Friedle,$50.01-100.00,70.0,953,9939.0,3620,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Maxwell Caulfield,$50.01-100.00,75.0,1227,9280.0,3449,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Troy Williams,$10.01-25.00,15.0,66,46408.0,1205,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Chris DiStefano,$10.01-25.00,20.0,355,34868.0,341,0,0,0,0,0,1,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Liliana Mumy,$25.01-50.00,50.0,411,13968.0,4616,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Harrison Browne,$5.01-10.00,9.0,41,77838.0,888,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$25.01-50.00
David Smith,$0.00-5.00,5.0,19,140450.0,168,0,0,1,0,0,0,0,0,0,0,0,$0.00-5.00,$10.01-25.00
Heather McComb,$25.01-50.00,40.0,1136,17557.0,5439,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Christopher Backus,$25.01-50.00,49.0,778,14333.0,4708,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
John Cleese,$250.01-500.00,450.0,4358,1563.0,778,1,0,0,0,0,0,0,0,0,0,0,$250.01-500.00,$100.01-250.00
Ceelo Green,$100.01-250.00,200.0,2674,3522.0,332,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$250.01-500.00
Paul Michael Glaser,$50.01-100.00,75.0,1519,9404.0,3478,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Chris McCullough,$10.01-25.00,15.0,85,47086.0,1222,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
John Holland,$10.01-25.00,15.0,52,47086.0,1222,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Urban Meyer,$100.01-250.00,250.0,623,2826.0,5,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Nick Newell,$10.01-25.00,20.0,251,35352.0,466,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Happy Anderson,$25.01-50.00,35.0,319,20242.0,3722,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Steve Alford,$25.01-50.00,50.0,174,14178.0,389,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Sophie Evans,$10.01-25.00,20.0,185,35465.0,6876,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Kevin Ware,$25.01-50.00,40.0,267,17737.0,487,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Geneo Grissom,$5.01-10.00,10.0,27,70951.0,2497,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Bonnie Wright,$100.01-250.00,200.0,2278,3549.0,1619,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Mennel,$10.01-25.00,25.0,330,28471.0,7559,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Chris Owen,$25.01-50.00,44.0,638,16208.0,2882,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Justin Holiday,$25.01-50.00,50.0,885,14288.0,394,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
Cole Bell,$5.01-10.00,10.0,86,71509.0,13917,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$25.01-50.00
Savannah Miller,$5.01-10.00,10.0,61,71509.0,2447,0,0,0,0,0,0,0,0,1,0,0,$5.01-10.00,$25.01-50.00
Ben Winchell,$10.01-25.00,19.0,62,37691.0,8984,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Carson Kressley,$50.01-100.00,65.0,729,11028.0,1860,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Dallas Braden,$25.01-50.00,30.0,369,23908.0,269,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Peter Facinelli,$100.01-250.00,209.0,2876,3432.0,1571,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Linda Lusardi,$25.01-50.00,33.0,410,21742.0,4029,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Missy Hyatt,$25.01-50.00,35.0,408,20504.0,366,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Kari Wahlgren,$50.01-100.00,54.0,596,13304.0,4467,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Stacy London,$25.01-50.00,50.0,302,14375.0,2526,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Perrey Reeves,$25.01-50.00,40.0,477,17979.0,5535,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Tiera Skovbye,$25.01-50.00,50.0,679,14403.0,4720,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Alan Jouban,$25.01-50.00,40.0,212,18006.0,243,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Josh Flitter,$10.01-25.00,15.0,380,48042.0,10456,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Daphne Maxwell Reid,$25.01-50.00,50.0,707,14418.0,2535,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Jonathan Sadowski,$25.01-50.00,50.0,419,14418.0,4725,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Ricki Lake,$100.01-250.00,150.0,1402,4815.0,2083,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Gustavo Gomez,$10.01-25.00,20.0,82,36115.0,2394,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Greg Proops,$25.01-50.00,40.0,499,18066.0,227,0,0,0,0,0,1,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Terri Runnels,$50.01-100.00,75.0,791,9653.0,165,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Lucas and Marcus,$50.01-100.00,60.0,1613,12072.0,47,0,0,0,0,0,0,0,0,1,0,0,$50.01-100.00,$50.01-100.00
Jay Mohr,$50.01-100.00,88.0,1472,8240.0,3170,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Kathleen Rose Perkins,$25.01-50.00,34.0,832,21347.0,6240,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Urijah Faber,$100.01-250.00,200.0,1153,3631.0,50,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Socratis Otto,$25.01-50.00,30.0,364,24253.0,6813,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Stephen Zimmerman,$10.01-25.00,15.0,78,48514.0,1255,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Mark Herzlich,$10.01-25.00,15.0,53,48514.0,1668,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Jim Cummings,$100.01-250.00,200.0,2105,3640.0,1656,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Miriam Margolyes,$100.01-250.00,170.0,10651,4285.0,1886,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Marina Sirtis,$100.01-250.00,150.0,2161,4868.0,2100,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Frank Stallone,$100.01-250.00,125.0,1567,5842.0,2417,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Christopher Atkins,$50.01-100.00,60.0,855,12175.0,4199,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Trent Garrett,$25.01-50.00,34.0,353,21489.0,3983,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Ed Weeks,$25.01-50.00,40.0,275,18299.0,3323,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Desiree Ross,$25.01-50.00,34.0,1460,21546.0,3993,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Jamie Farr,$100.01-250.00,125.0,1198,5863.0,2423,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Craig Benzine,$5.01-10.00,10.0,86,73362.0,195,0,0,0,0,0,0,0,0,1,0,0,$5.01-10.00,$25.01-50.00
Louie Anderson,$100.01-250.00,189.0,1403,3882.0,1742,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Jaira Burns,$10.01-25.00,25.0,198,29402.0,3352,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Alexander Ludwig,$100.01-250.00,199.0,3059,3699.0,1678,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
John Noble,$50.01-100.00,75.0,845,9818.0,3585,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Milo Manheim,$100.01-250.00,199.0,1236,3701.0,477,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$50.01-100.00
Luke Null,$25.01-50.00,30.0,73,24597.0,4622,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Tammin Sursok,$25.01-50.00,50.0,490,14776.0,4814,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Randy Travis,$100.01-250.00,200.0,4198,3695.0,351,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$100.01-250.00
Christian Rich,$5.01-10.00,10.0,42,73940.0,8856,0,0,0,0,0,0,0,1,0,0,0,$5.01-10.00,$25.01-50.00
David Deluise,$25.01-50.00,50.0,903,14798.0,4818,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Chris Hughes,$100.01-250.00,120.0,1032,6166.0,903,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$100.01-250.00
Adam Jones,$50.01-100.00,100.0,879,7407.0,193,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$100.01-250.00
Calum Best,$50.01-100.00,100.0,744,7407.0,147,0,0,0,0,0,0,0,0,1,0,0,$50.01-100.00,$50.01-100.00
Lisa Jakub,$25.01-50.00,45.0,542,16501.0,5211,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kyle Lowder,$25.01-50.00,30.0,353,24776.0,4659,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Tyler Carter,$10.01-25.00,20.0,322,37245.0,4312,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Jeff Janis,$10.01-25.00,20.0,44,37245.0,1244,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Lisa Vanderpump,$100.01-250.00,250.0,4301,2982.0,366,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$50.01-100.00
Imogen Heap,$50.01-100.00,95.0,913,7849.0,789,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Didi Conn,$50.01-100.00,75.0,722,9964.0,3625,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Mark Evans,$10.01-25.00,25.0,370,29950.0,3408,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
John Corabi,$25.01-50.00,50.0,531,14975.0,1576,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$50.01-100.00
Cheyenne Parker,$10.01-25.00,15.0,47,49975.0,9826,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Joey Fatone,$100.01-250.00,200.0,1734,3757.0,358,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$100.01-250.00
Jai Waetford,$25.01-50.00,30.0,78,25049.0,2804,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Nicholas Turturro,$50.01-100.00,60.0,1013,12541.0,4288,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Alex Edelman,$25.01-50.00,26.0,474,28970.0,314,0,0,0,0,0,1,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Christian Ramirez,$10.01-25.00,15.0,43,50224.0,3498,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Vanessa James,$25.01-50.00,30.0,91,25125.0,47,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Chris Gethard,$25.01-50.00,35.0,271,21546.0,6278,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Debra Messing,$250.01-500.00,350.0,2642,2157.0,1048,1,0,0,0,0,0,0,0,0,0,0,$250.01-500.00,$100.01-250.00
Angela Cartwright,$50.01-100.00,100.0,1430,7557.0,2957,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
David Sutcliffe,$50.01-100.00,55.0,722,13771.0,4575,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Sean Faris,$50.01-100.00,100.0,795,7575.0,2962,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Liam Kirk,$5.01-10.00,10.0,40,75842.0,854,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Taylor Armstrong,$50.01-100.00,55.0,4088,13790.0,2401,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Furious Pete,$25.01-50.00,33.33,175,22763.0,629,0,0,0,0,0,0,0,0,1,0,0,$25.01-50.00,$25.01-50.00
Dusty Hannahs,$10.01-25.00,20.0,32,37980.0,1021,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Ras Kass,$10.01-25.00,20.0,147,37980.0,4402,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Tess Holliday,$25.01-50.00,50.0,950,15201.0,154,0,0,0,0,0,0,1,0,0,0,0,$25.01-50.00,$25.01-50.00
Kell Brook,$100.01-250.00,150.0,442,5069.0,38,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Carol Decker,$25.01-50.00,30.0,311,25380.0,2853,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Donald Young,$25.01-50.00,30.0,72,25380.0,180,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kamar de los Reyes,$10.01-25.00,25.0,210,30472.0,5837,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Steven Anthony Lawrence,$25.01-50.00,45.0,437,16953.0,5310,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Alexa Davies,$25.01-50.00,30.0,488,25451.0,7007,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Dave Hill,$10.01-25.00,25.0,254,30544.0,3493,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Marc John Jefferies,$10.01-25.00,25.0,222,30544.0,7920,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Lea DeLaria,$50.01-100.00,100.0,562,7644.0,2989,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Todd Haberkorn,$50.01-100.00,65.0,996,11768.0,1995,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$100.01-250.00
Siobhan Williams,$10.01-25.00,20.0,222,38274.0,7471,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Shelly Martinez,$25.01-50.00,30.0,196,25520.0,459,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kimberly Wyatt,$50.01-100.00,75.0,570,10208.0,230,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Jordan Todosey,$10.01-25.00,25.0,248,30628.0,902,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Vinny Appice,$10.01-25.00,25.0,275,30628.0,3506,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Kaitlyn Black,$10.01-25.00,25.0,868,30628.0,5868,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$50.01-100.00
Chris Masters,$25.01-50.00,50.0,419,15315.0,278,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Shannon Miller,$25.01-50.00,50.0,492,15315.0,11,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$100.01-250.00
Matt Serra,$50.01-100.00,69.0,931,11124.0,147,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Bob Saget,$250.01-500.00,299.0,2149,2568.0,6,0,0,0,0,0,1,0,0,0,0,0,$250.01-500.00,$250.01-500.00
Jimmy Jean-Louis,$10.01-25.00,20.0,196,38442.0,9084,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Dexter Jackson,$50.01-100.00,75.0,758,10254.0,5,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
George Newbern,$50.01-100.00,60.0,710,12827.0,4349,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Pej Vahdat,$10.01-25.00,25.0,295,30840.0,7959,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Steve Vai,$100.01-250.00,150.0,1593,5140.0,489,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$100.01-250.00
Summer Sanders,$10.01-25.00,25.0,204,30840.0,29,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Yasmine Al Massri,$25.01-50.00,50.0,427,15437.0,2730,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$50.01-100.00
Kris Allen,$25.01-50.00,50.0,559,15437.0,1632,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Jessica White,$25.01-50.00,30.0,203,25732.0,226,0,0,0,0,0,0,1,0,0,0,0,$25.01-50.00,$25.01-50.00
Holly Robinson Peete,$100.01-250.00,125.0,1034,6176.0,2522,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Darwin Quintero,$10.01-25.00,15.0,133,51532.0,3604,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Tamara Tunie,$25.01-50.00,50.0,593,15480.0,4972,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Bobby George,$25.01-50.00,32.0,220,24192.0,6,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Joanna Gleason,$50.01-100.00,60.0,742,12911.0,4368,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Kerry Rhodes,$10.01-25.00,25.0,301,31045.0,1005,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$50.01-100.00
Joey Ryan,$25.01-50.00,50.0,609,15545.0,283,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Alysia Reiner,$25.01-50.00,50.0,435,15545.0,4991,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Shannon Bex,$10.01-25.00,20.0,165,38878.0,4507,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Bradley Pierce,$25.01-50.00,40.0,490,19442.0,5835,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Cuttino Mobley,$25.01-50.00,35.0,196,22236.0,623,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jaci Velasquez,$10.01-25.00,25.0,188,31133.0,3571,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$50.01-100.00
Justin Dentmon,$5.01-10.00,10.0,36,77838.0,1920,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
John Davidson,$25.01-50.00,50.0,656,15568.0,2760,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Jeremy Brodeur,$5.01-10.00,7.0,24,111285.0,1422,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Scott Schwartz,$25.01-50.00,35.0,211,22293.0,6422,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Scottie Thompson,$25.01-50.00,49.0,726,15952.0,5085,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Peter Porte,$25.01-50.00,30.0,277,26061.0,7127,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Lisa Ann Walter,$25.01-50.00,40.0,473,19559.0,5858,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
